data,explainer,scale,k,recall,precision,ndcg
MRI,HDEXPLAIN,False,30,0.0109890109890109,0.0333333333333333,0.0124981984416471
MRI,HDEXPLAIN,False,40,0.0329670329670329,0.075,0.0325967488965895
MRI,HDEXPLAIN,False,50,0.0439560439560439,0.08,0.0420705831885033
MRI,HDEXPLAIN,False,60,0.0659340659340659,0.1,0.0595206548126741
MRI,HDEXPLAIN,False,70,0.0879120879120879,0.1142857142857142,0.0763743341604691
MRI,HDEXPLAIN,False,80,0.1098901098901098,0.125,0.0928040028927274
MRI,HDEXPLAIN,False,90,0.1208791208791208,0.1222222222222222,0.1007127361573397
MRI,HDEXPLAIN,False,100,0.1428571428571428,0.13,0.11624973708382
MRI,HDEXPLAIN,True,10,0.0,0.0,0.0
MRI,HDEXPLAIN,True,20,0.0219780219780219,0.1,0.0258314465196317
MRI,HDEXPLAIN,True,30,0.0549450549450549,0.1666666666666666,0.058114670771028
MRI,HDEXPLAIN,True,40,0.0659340659340659,0.15,0.0681562029270153
MRI,HDEXPLAIN,True,50,0.0879120879120879,0.16,0.0864565296170243
MRI,HDEXPLAIN,True,60,0.0989010989010989,0.15,0.0952147818022613
MRI,HDEXPLAIN,True,70,0.1318681318681318,0.1714285714285714,0.120339204804105
MRI,HDEXPLAIN,True,80,0.1428571428571428,0.1625,0.1284199550034183
MRI,HDEXPLAIN,True,90,0.1868131868131868,0.1888888888888888,0.1603693557464511
MRI,HDEXPLAIN,True,100,0.1868131868131868,0.17,0.1603693557464511
MRI,RPS,False,10,0.01098901098901099,0.1,0.022001508929277852
MRI,RPS,False,20,0.02197802197802198,0.1,0.03580687413016493
MRI,RPS,False,30,0.02197802197802198,0.06666666666666667,0.03580687413016493
MRI,RPS,False,40,0.04395604395604396,0.1,0.05534775681000904
MRI,RPS,False,50,0.04395604395604396,0.08,0.05534775681000904
MRI,RPS,False,60,0.08791208791208792,0.13333333333333333,0.09071898157614271
MRI,RPS,False,70,0.0989010989010989,0.12857142857142856,0.09923330186161027
MRI,RPS,False,80,0.12087912087912088,0.1375,0.11557103749754868
MRI,RPS,False,90,0.14285714285714285,0.14444444444444443,0.1315152412822129
MRI,RPS,False,100,0.15384615384615385,0.14,0.13920443867806107
